TSLast,TSActive,TSInactive,TSAckn,TValue,TType,LValue1,LType1,LValue2,LType2,GroupId,AlarmId,ClassId,Priority,State,OffsetLast,OffsetActive,OffsetInactive,OffsetAckn
133021551241680000,133021551241680000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133021551241680000,133021551241680000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133021551241680000,133021551241680000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133021551241680000,133021551241680000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133021551241680000,133021551241680000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133021551241690000,133021551241690000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133021551274660000,133021551254160000,133021551274660000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133021551274670000,133021551254180000,133021551274670000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133021551274670000,133021551254190000,133021551274670000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133021551274670000,133021551254190000,133021551274670000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133021551254190000,133021551254190000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133021551274680000,133021551254190000,133021551274680000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133021552869030000,133021552869030000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133021552870520000,133021552870520000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133021552880520000,133021552880520000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133021552880530000,133021552880530000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133021552880540000,133021552880540000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133021552880540000,133021552880540000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133021552880540000,133021552880540000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133021552880540000,133021552880540000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133021552880540000,133021552880540000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133021552880550000,133021552880550000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133021552880550000,133021552880550000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133021552880550000,133021552880550000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133021552880560000,133021552880560000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133021552880570000,133021552880570000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133021552880580000,133021552880580000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133021552912520000,133021552892530000,133021552912520000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133021552912530000,133021552892540000,133021552912530000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133021552912540000,133021552892540000,133021552912540000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133021552912540000,133021552892540000,133021552912540000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133021555965520000,133021552892540000,133021555965520000,,1,0,,29,,29,12,15,1,10,0,300,300,300,-1
133021552912540000,133021552892550000,133021552912540000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133021557049710000,133021557049710000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133021557051210000,133021557051210000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133021557061710000,133021557061710000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133021557061710000,133021557061710000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133021557061720000,133021557061720000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133021557061720000,133021557061720000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133021557061720000,133021557061720000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133021557061720000,133021557061720000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133021557061720000,133021557061720000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133021557061730000,133021557061730000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133021557061730000,133021557061730000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133021557061740000,133021557061740000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133021557061740000,133021557061740000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133021557061740000,133021557061740000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133021557061740000,133021557061740000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133021557093710000,133021557073710000,133021557093710000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133021557093720000,133021557073720000,133021557093720000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133021557093720000,133021557073720000,133021557093720000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133021557093720000,133021557073720000,133021557093720000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133021557093730000,133021557073720000,133021557093730000,,1,0,,29,,29,12,15,1,10,0,300,300,300,-1
133021557093730000,133021557073730000,133021557093730000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133014715044010000,133014715044010000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133014720219010000,133014720215010000,133014720219010000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
